question_id,source,question_type,play,question,expected_focus,system,retrieved_passages,generated_response,correctness_score,grounding_score,retrieval_relevance_score,usefulness_score,style_quality_score,comments
GQ1,group,concept_explanation,Macbeth,What is the role of Lady Macbeth in Macbeth's decision to murder Duncan?,"Lady Macbeth challenges Macbeth's courage and pushes him to act on ambition, helping turn thought into action.",baseline,N/A - baseline uses no retrieval,"Lady Macbeth plays a significant role in Macbeth's decision to murder Duncan. She strongly encourages him and helps him plan the act by suggesting they ""should be bound with the chains of the new-born morning"" (I, 5). Her motivation is driven by her deep-seated ambition for power and influence, as she believes that murdering Duncan will allow them both to rule Scotland in their own right. She sees this as a way to fulfill their shared desire for greatness and to secure their position as rulers of the kingdom. Lady Macbeth's actions are fueled by her strong sense of duty and her belief in the morality of murder, which is influenced by her husband's words and his initial reluctance to commit to the deed.",2,,,2,,Misquotes Lady Macbeth; line does not exist in the play
GQ1,group,concept_explanation,Macbeth,What is the role of Lady Macbeth in Macbeth's decision to murder Duncan?,"Lady Macbeth challenges Macbeth's courage and pushes him to act on ambition, helping turn thought into action.",rag,"Rank 1 | cosine similarity=0.7287
[Macbeth, Act 2, Scene 2]
[summary: Macbeth murders Duncan, and the couple reacts to guilt and fear.]
[keywords: Duncan, murder, blood]
[stage direction: Enter Lady Macbeth.]
LADY MACBETH: That which hath made them drunk hath made me bold; What hath quench'd them hath given me fire. Hark! Peace! It was the owl that shriek'd, the fatal bellman, Which gives the stern'st good night. He is about it: The doors are open, and the surfeited grooms Do mock their charge with snores. I have drugg'd their possets That death and natu...

---

Rank 2 | cosine similarity=0.6795
[Macbeth, Act 1, Scene 6]
[summary: Duncan arrives at Macbeth’s castle, unaware of the planned betrayal.]
[keywords: Duncan, castle, irony]
[stage direction: Enter Duncan, Malcolm, Donalbain, Banquo, Lennox, Macduff, Ross,]
[stage direction: Angus,]
[stage direction: and Attendants.]
DUNCAN: This castle hath a pleasant seat; the air Nimbly and sweetly recommends itself Unto our gentle senses.
BANQUO: This guest of summer, The temple-haunting martlet, does approve By his loved mansionry that the heaven's breath Smells woo...

---

Rank 3 | cosine similarity=0.6776
[Macbeth, Act 1, Scene 4]
[summary: Duncan names Malcolm heir, creating an obstacle to Macbeth’s ambition.]
[keywords: Malcolm, succession, ambition]
FORRES: The palace.
FLOURISH: Enter Duncan, Malcolm, Donalbain, Lennox, and Attendants.
DUNCAN: Is execution done on Cawdor? Are not Those in commission yet return'd?
MALCOLM: My liege, They are not yet come back. But I have spoke With one that saw him die, who did report That very frankly he confess'd his treasons, Implored your Highness' pardon, and set forth A deep repen...

---

Rank 4 | cosine similarity=0.6761
[Macbeth, Act 3, Scene 2]
[summary: Macbeth and Lady Macbeth reflect on insecurity after gaining power.]
[keywords: insecurity, power]
[stage direction: Enter Lady Macbeth and a Servant.]
LADY MACBETH: Is Banquo gone from court?
SERVANT: Ay, madam, but returns again tonight.
LADY MACBETH: Say to the King I would attend his leisure For a few words.
SERVANT: Madam, I will.                                  Exit.
LADY MACBETH: Nought's had, all's spent, Where our desire is got without content. 'Tis safer to be that which we ...

---

Rank 5 | cosine similarity=0.6661
[Macbeth, Act 3, Scene 6]
[summary: Scottish nobles discuss Macbeth’s tyranny and hope for resistance.]
[keywords: tyranny, resistance]
FORRES: The palace.
[stage direction: Enter Lennox and another Lord.]
LENNOX: My former speeches have but hit your thoughts, Which can interpret farther; only I say Thing's have been strangely borne. The gracious Duncan Was pitied of Macbeth; marry, he was dead. And the right valiant Banquo walk'd too late, Whom, you may say, if't please you, Fleance kill'd, For Fleance fled. Men must no...","Lady Macbeth plays a crucial role in convincing her husband Macbeth that it would be appropriate and right for him to murder King Duncan. She argues that since Banquo, another nobleman, has been killed too late by Fleance (who fled), it is acceptable to kill the king as well. Her motivation stems from her belief that killing Duncan will secure their power and ensure they can continue ruling Scotland without fear of opposition.",4,4,5,4,,Retrieves Act 2 Sc 2 at 0.73; answer accurately references her bold encouragement
GQ2,group,contextual_qa,Romeo and Juliet,Why is Juliet conflicted after Romeo kills Tybalt?,"Juliet loves Romeo, but Tybalt is her kinsman; she is torn between marriage loyalty and family loyalty.",baseline,N/A - baseline uses no retrieval,"Juliet is conflicted because she loves Romeo deeply and values his life. She feels guilty for her father's death sentence on him and fears the consequences of their forbidden love. Her heart aches for Romeo, who has been banished from Verona, but she also misses the happiness they share together. The sudden loss of Tybalt adds to her sorrow as he was one of her closest friends. She is torn between her feelings for Romeo and her duty to her family's honor.",2,,,2,,Says Juliet feels responsible for Romeo's actions; misses the marriage-vs-family conflict
GQ2,group,contextual_qa,Romeo and Juliet,Why is Juliet conflicted after Romeo kills Tybalt?,"Juliet loves Romeo, but Tybalt is her kinsman; she is torn between marriage loyalty and family loyalty.",rag,"Rank 1 | cosine similarity=0.6327
[Romeo and Juliet, Act 3, Scene 1]
[summary: Tybalt kills Mercutio; Romeo kills Tybalt and is banished.]
[keywords: Tybalt, Mercutio, banishment]
[stage direction: Enter Mercutio, Benvolio, and Men.]
BENVOLIO: I pray thee, good Mercutio, let's retire. The day is hot, the Capulets abroad. And if we meet, we shall not scape a brawl, For now, these hot days, is the mad blood stirring.
MERCUTIO: Thou art like one of these fellows that, when he enters the confines of a tavern, claps me his sword upon the table and says 'God send me no...

---

Rank 2 | cosine similarity=0.6310
[Romeo and Juliet, Act 2, Scene 4]
[summary: Romeo arranges marriage plans through the Nurse.]
[keywords: Nurse, message]
[stage direction: Enter Benvolio and Mercutio.]
MERCUTIO: Where the devil should this Romeo be? Came he not home to-night?
BENVOLIO: Not to his father's. I spoke with his man.
MERCUTIO: Why, that same pale hard-hearted wench, that Rosaline, Torments him so that he will sure run mad.
BENVOLIO: Tybalt, the kinsman to old Capulet, Hath sent a letter to his father's house.
MERCUTIO: A challenge, on my life.
BENVOL...

---

Rank 3 | cosine similarity=0.6304
[Romeo and Juliet, Act 5, Scene 1]
[summary: Romeo hears Juliet is dead and buys poison.]
[keywords: Romeo, poison]
MANTUA: A street.
[stage direction: Enter Romeo.]
ROMEO: If I may trust the flattering truth of sleep My dreams presage some joyful news at hand. My bosom's lord sits lightly in his throne, And all this day an unaccustom'd spirit Lifts me above the ground with cheerful thoughts. I dreamt my lady came and found me dead (Strange dream that gives a dead man leave to think!) And breath'd such life with kisses in my lips...

---

Rank 4 | cosine similarity=0.6182
[Romeo and Juliet, Act 3, Scene 2]
[summary: Juliet learns Romeo killed Tybalt and is torn between love and family loyalty.]
[keywords: Juliet, Tybalt, conflict]
[stage direction: Enter Juliet alone.]
JULIET: Gallop apace, you fiery-footed steeds, Towards Phoebus' lodging! Such a wagoner As Phaeton would whip you to the West And bring in cloudy night immediately. Spread thy close curtain, love-performing night, That runaway eyes may wink, and Romeo Leap to these arms untalk'd of and unseen. Lovers can see to do their amorous rite...

---

Rank 5 | cosine similarity=0.5836
[Romeo and Juliet, Act 1, Scene 2]
[summary: Paris asks to marry Juliet, while Romeo learns about the Capulet feast.]
[keywords: Paris, Juliet, feast]
[stage direction: Enter Capulet, County Paris, and [Servant] -the Clown.]
CAPULET: But Montague is bound as well as I, In penalty alike; and 'tis not hard, I think, For men so old as we to keep the peace.
PAR: Of honourable reckoning are you both, And pity 'tis you liv'd at odds so long. But now, my lord, what say you to my suit?
CAPULET: But saying o'er what I have said before: My...","Juliet is torn between her deep love for Romeo and her loyalty to her family. She feels guilty about the death of Tybalt, who was a close relative of her father Capulet. Her love for Romeo makes it difficult for her to bear the thought that she might have caused his pain or death. The conflict arises because Juliet is torn between her feelings for Romeo, which are strong and pure, and her duty as a member of the Capulet family, where Tybalt was an important figure. This internal struggle leads her to feel conflicted about whether to continue loving Romeo despite the tragic loss of Tybalt.",3,3,4,3,,Retrieves Act 3 Sc 2 at rank 4; answer covers the conflict
GQ3,group,evidence_retrieval,Hamlet,Find evidence that Hamlet is upset with his mother's quick marriage to Claudius.,"Relevant evidence should come from Hamlet's early speeches about Gertrude's remarriage, especially Act 1.",baseline,N/A - baseline uses no retrieval,"Hamlet is clearly upset with his mother for marrying King Claudius so quickly. This is evident from the following quote:
""Ophelia, how can I do your father’s offices? For he hath obtained a new wife since I have known you.""
This shows that Hamlet feels betrayed and hurt by his mother's decision to marry Claudius without consulting him first. The phrase ""how can I do your father’s offices?"" implies that Hamlet believes it would be more appropriate for the king to choose a suitable bride, as he has been raised to believe in proper court etiquette.
Hamlet is also upset because he feels that his mother's quick marriage shows a lack of respect and consideration for him. The fact that he calls Claudius ""the new wife"" suggests that Hamlet sees Claudius as being married to his mother without having gone through the traditional wedding ceremony, which further emphasizes his feelings of betrayal.
In summary, Hamlet is upset with his mother's quick marriage because it shows a lack of respect and consideration for him, and he feels that she has betrayed his trust by choosing to marry King Claudius so quickly.",1,,,1,,Hallucinates Ophelia quote; invents lines not in the play
GQ3,group,evidence_retrieval,Hamlet,Find evidence that Hamlet is upset with his mother's quick marriage to Claudius.,"Relevant evidence should come from Hamlet's early speeches about Gertrude's remarriage, especially Act 1.",rag,"Rank 1 | cosine similarity=0.6495
[Hamlet, Act 2, Scene 2]
[summary: Rosencrantz and Guildenstern arrive; Hamlet plans to use players to test Claudius.]
[keywords: players, Mousetrap]
ELSINORE: A room in the Castle.
FLOURISH: [Enter King and Queen, Rosencrantz and Guildenstern, cum aliis.
CLAUDIUS: Welcome, dear Rosencrantz and Guildenstern. Moreover that we much did long to see you, The need we have to use you did provoke Our hasty sending. Something have you heard Of Hamlet's transformation. So I call it, Sith nor th' exterior nor the inward man Resem...

---

Rank 2 | cosine similarity=0.6366
[Hamlet, Act 4, Scene 1]
[summary: Gertrude tells Claudius that Hamlet killed Polonius.]
[keywords: Gertrude, Claudius]
ELSINORE: A room in the Castle.
[stage direction: Enter King and Queen, with Rosencrantz and Guildenstern.]
CLAUDIUS: There's matter in these sighs. These profound heaves You must translate; 'tis fit we understand them. Where is your son?
GERTRUDE: Bestow this place on us a little while.
[stage direction: Exeunt Rosencrantz and Guildenstern.]
[stage direction: Ah, mine own lord, what have I seen to-nig...

---

Rank 3 | cosine similarity=0.6269
[Hamlet, Act 1, Scene 2]
[summary: Claudius addresses the court; Hamlet mourns and resents Gertrude’s remarriage.]
[keywords: Claudius, Hamlet, mourning]
ELSINORE: A room of state in the Castle.
FLOURISH: [Enter Claudius, King of Denmark, Gertrude the Queen, Hamlet, Polonius, Laertes and his sister Ophelia, [Voltemand, Cornelius,] Lords Attendant.
CLAUDIUS: Though yet of Hamlet our dear brother's death The memory be green, and that it us befitted To bear our hearts in grief, and our whole kingdom To be contracted in one...

---

Rank 4 | cosine similarity=0.6130
[Hamlet, Act 3, Scene 1]
[summary: Hamlet reflects on existence, rejects Ophelia, and Claudius suspects danger.]
[keywords: to be or not to be, Ophelia]
ELSINORE: A room in the Castle.
[stage direction: Enter King, Queen, Polonius, Ophelia, Rosencrantz, Guildenstern,]
[stage direction: and Lords.]
CLAUDIUS: And can you by no drift of circumstance Get from him why he puts on this confusion, Grating so harshly all his days of quiet With turbulent and dangerous lunacy?
ROSENCRANTZ: He does confess he feels himself distract...

---

Rank 5 | cosine similarity=0.5866
[Hamlet, Act 5, Scene 2]
[summary: The duel ends in multiple deaths; Hamlet kills Claudius and Fortinbras takes control.]
[keywords: duel, Claudius, Fortinbras]
ELSINORE: A hall in the Castle.
[stage direction: Enter Hamlet and Horatio.]
HAMLET: So much for this, sir; now shall you see the other. You do remember all the circumstance?
HORATIO: Remember it, my lord!
HAMLET: Sir, in my heart there was a kind of fighting That would not let me sleep. Methought I lay Worse than the mutinies in the bilboes. Rashly- And prais'd...","Hamlet expresses significant displeasure and resentment towards Gertrude for marrying King Claudius so soon after Polonius' death. This can be seen in the following excerpt from Act 4, Scene 1:

**Gertrude tells Claudius that Hamlet killed Polonius.**
[stage direction: Enter King and Queen, with Rosencrantz and Guildenstern.]  
CLAUDIUS: There's matter in these sighs. These profound heaves You must translate; 'tis fit we understand them.
GERTRUDE: Bestow this place on us a little while.

This scene shows that Hamlet is upset because Gertrude has remarried King Claudius immediately after Polonius' death, which was the cause of Hamlet's father's death. This suggests that Hamlet feels betrayed and hurt by his mother's quick marriage to Claudius.",2,2,3,2,,Correct scene at rank 3 but model uses Act 4 Sc 1 instead; wrong event cited
GQ4,group,stylised_generation,Macbeth,Write a short Shakespearean-style warning from Banquo to Macbeth about trusting the witches.,Creative stylised output under 150 words; warning about deceptive prophecies and ambition.,baseline,N/A - baseline uses no retrieval,"Banquo speaks to Macbeth with caution and foreboding:

""Macbeth, beware the night that comes between,
When the old witching hour does hold its sway.
The fairies dance in moonlight, but their spells
Are not for you. Trust them at your peril.

Remember, 'tis a treacherous land they bring,
Where shadows speak and whispers hide their eyes.
They know thy heart's desires, yet they will not see
What lies beneath the surface of thy deeds.
So beware, my friend, lest you fall into their net.""

Banquo's words are a stark warning against Macbeth's increasing ambition and his willingness to believe in the witches' predictions. He warns him that the night between two hours and three quarters is when the old witching hour holds sway, suggesting it's a time of darkness and deception. The fairies dancing in moonlight hint at their malevolent nature, while the shadows and whispers speak of treachery. Banquo cautions Macbeth to be wary of these forces and not trust them blindly, as they will reveal what lies beneath his actions.",2,,,2,2,Some atmosphere but introduces Macduff's son incorrectly
GQ4,group,stylised_generation,Macbeth,Write a short Shakespearean-style warning from Banquo to Macbeth about trusting the witches.,Creative stylised output under 150 words; warning about deceptive prophecies and ambition.,rag,"Rank 1 | cosine similarity=0.6729
[Macbeth, Act 3, Scene 1]
[summary: Macbeth fears Banquo and arranges to murder him and Fleance.]
[keywords: Banquo, Fleance, paranoia]
FORRES: The palace.
[stage direction: Enter Banquo.]
BANQUO: Thou hast it now: King, Cawdor, Glamis, all, As the weird women promised, and I fear Thou play'dst most foully for't; yet it was said It should not stand in thy posterity, But that myself should be the root and father Of many kings. If there come truth from them (As upon thee, Macbeth, their speeches shine) Why, by the verities...

---

Rank 2 | cosine similarity=0.6693
[Macbeth, Act 3, Scene 2]
[summary: Macbeth and Lady Macbeth reflect on insecurity after gaining power.]
[keywords: insecurity, power]
[stage direction: Enter Lady Macbeth and a Servant.]
LADY MACBETH: Is Banquo gone from court?
SERVANT: Ay, madam, but returns again tonight.
LADY MACBETH: Say to the King I would attend his leisure For a few words.
SERVANT: Madam, I will.                                  Exit.
LADY MACBETH: Nought's had, all's spent, Where our desire is got without content. 'Tis safer to be that which we ...

---

Rank 3 | cosine similarity=0.6384
[Macbeth, Act 2, Scene 1]
[summary: Macbeth sees a visionary dagger and moves toward Duncan’s chamber.]
[keywords: dagger, vision, guilt]
INVERNESS: Court of Macbeth's castle.
[stage direction: Enter Banquo and Fleance, bearing a torch before him.]
BANQUO: How goes the night, boy?
FLEANCE: The moon is down; I have not heard the clock.
BANQUO: And she goes down at twelve.
FLEANCE: I take't 'tis later, sir.
BANQUO: Hold, take my sword. There's husbandry in heaven, Their candles are all out. Take thee that too. A heavy summ...

---

Rank 4 | cosine similarity=0.6332
[Macbeth, Act 1, Scene 3]
[summary: The witches greet Macbeth with prophecies that awaken his ambition.]
[keywords: prophecy, Macbeth, Banquo]
[stage direction: Enter the three Witches.]
FIRST WITCH: Where hast thou been, sister?
SECOND WITCH: Killing swine.
THIRD WITCH: Sister, where thou?
FIRST WITCH: A sailor's wife had chestnuts in her lap, And mounch'd, and mounch'd, and mounch'd. ""Give me,"" quoth I. ""Aroint thee, witch!"" the rump-fed ronyon cries. Her husband's to Aleppo gone, master o' the Tiger; But in a sieve I'...

---

Rank 5 | cosine similarity=0.6290
[Macbeth, Act 1, Scene 5]
[summary: Lady Macbeth reads Macbeth’s letter and resolves to push him toward murder.]
[keywords: Lady Macbeth, letter, murder]
INVERNESS: Macbeth's castle.
[stage direction: Enter Lady Macbeth, reading a letter.]
LADY MACBETH: ""They met me in the day of success, and I have learned by the perfectest report they have more in them than mortal knowledge. When I burned in desire to question them further, they made themselves air, into which they vanished. Whiles I stood rapt in the wonder of it, cam...","BANQUO: Thou hast thy being's time; but mine is ended. I have seen thee in the hour of night, when all the world was sleep'd, and saw a vision sweet as love, wherein thou wast my guest. The air did speak at it, and the green grass Did reek with odours that to few are knowne. But now thy words do mocke me; for I have seen thee in the day, when all the world was wake'd, and saw a vision foul as death, wherein thou wast my foe. The air did shake at it, and the dead grass Did stink with odours that to few are knowne. But now thy words do mocke me; for I have seen thee in the day of light, when all the world was wake'd, and saw a vision bright as hope, wherein thou wast my",4,3,5,4,3,Retrieves witches prophecy scene at rank 4; warning tone is convincing
GQ5,group,cross_play,cross-play,How are ambition in Macbeth and revenge in Hamlet similar as causes of tragedy?,"Both motives push central characters toward destructive decisions, but Macbeth acts quickly for power while Hamlet delays over revenge.",baseline,N/A - baseline uses no retrieval,"In both Macbeth and Hamlet, ambition leads to a series of actions that create tragic outcomes. In Macbeth, the character's desire for power and influence drives him to murder King Duncan, leading to his downfall. Similarly, Prince Hamlet is driven by a deep-seated hatred for his uncle Claudius, prompting him to kill Claudius in order to avenge his father's death.

Both characters' motivations are rooted in their own insecurities and fears about the world around them. Macbeth feels threatened by the witches' prophecies of becoming king, while Hamlet is haunted by the ghost of his dead father and believes he must seek revenge for his murder.

The key similarity between these two tragedies is that both characters act out of a sense of duty or moral obligation rather than personal gain. Macbeth murders Duncan because he feels it's necessary to maintain power in his kingdom, while Hamlet kills Claudius to prevent the spread of evil and protect Denmark from further harm.

Both plots also involve betrayal and deceit, as Macduff betrays Macbeth by killing him, and Hamlet is betrayed by the ghost of King Hamlet who tells him that he should not kill Claudius but instead take revenge. This betrayal adds a layer of complexity to their tragic journeys, making them more relatable to modern audiences.

Ultimately, both characters' motivations stem from deep-seated fears and insecurities about themselves and their place in the world, leading them down paths of destruction rather than fulfillment or happiness.",3,,,3,,Covers both plays but generic; no specific scenes cited
GQ5,group,cross_play,cross-play,How are ambition in Macbeth and revenge in Hamlet similar as causes of tragedy?,"Both motives push central characters toward destructive decisions, but Macbeth acts quickly for power while Hamlet delays over revenge.",rag,"Rank 1 | cosine similarity=0.6138
[Macbeth, Act 3, Scene 2]
[summary: Macbeth and Lady Macbeth reflect on insecurity after gaining power.]
[keywords: insecurity, power]
[stage direction: Enter Lady Macbeth and a Servant.]
LADY MACBETH: Is Banquo gone from court?
SERVANT: Ay, madam, but returns again tonight.
LADY MACBETH: Say to the King I would attend his leisure For a few words.
SERVANT: Madam, I will.                                  Exit.
LADY MACBETH: Nought's had, all's spent, Where our desire is got without content. 'Tis safer to be that which we ...

---

Rank 2 | cosine similarity=0.5691
[Macbeth, Act 3, Scene 6]
[summary: Scottish nobles discuss Macbeth’s tyranny and hope for resistance.]
[keywords: tyranny, resistance]
FORRES: The palace.
[stage direction: Enter Lennox and another Lord.]
LENNOX: My former speeches have but hit your thoughts, Which can interpret farther; only I say Thing's have been strangely borne. The gracious Duncan Was pitied of Macbeth; marry, he was dead. And the right valiant Banquo walk'd too late, Whom, you may say, if't please you, Fleance kill'd, For Fleance fled. Men must no...

---

Rank 3 | cosine similarity=0.5629
[Macbeth, Act 2, Scene 1]
[summary: Macbeth sees a visionary dagger and moves toward Duncan’s chamber.]
[keywords: dagger, vision, guilt]
INVERNESS: Court of Macbeth's castle.
[stage direction: Enter Banquo and Fleance, bearing a torch before him.]
BANQUO: How goes the night, boy?
FLEANCE: The moon is down; I have not heard the clock.
BANQUO: And she goes down at twelve.
FLEANCE: I take't 'tis later, sir.
BANQUO: Hold, take my sword. There's husbandry in heaven, Their candles are all out. Take thee that too. A heavy summ...

---

Rank 4 | cosine similarity=0.5478
[Macbeth, Act 1, Scene 4]
[summary: Duncan names Malcolm heir, creating an obstacle to Macbeth’s ambition.]
[keywords: Malcolm, succession, ambition]
FORRES: The palace.
FLOURISH: Enter Duncan, Malcolm, Donalbain, Lennox, and Attendants.
DUNCAN: Is execution done on Cawdor? Are not Those in commission yet return'd?
MALCOLM: My liege, They are not yet come back. But I have spoke With one that saw him die, who did report That very frankly he confess'd his treasons, Implored your Highness' pardon, and set forth A deep repen...

---

Rank 5 | cosine similarity=0.5363
[Macbeth, Act 3, Scene 5]
[summary: Hecate prepares to mislead Macbeth further.]
[keywords: Hecate, witches]
[stage direction: Enter the three Witches, meeting Hecate.]
FIRST WITCH: Why, how now, Hecate? You look angerly.
HECATE: Have I not reason, beldams as you are, Saucy and overbold? How did you dare To trade and traffic with Macbeth In riddles and affairs of death, And I, the mistress of your charms, The close contriver of all harms, Was never call'd to bear my part, Or show the glory of our art? And, which is worse...","Macbeth's ambition and his desire for power lead him down a path filled with darkness. He sees Banquo's son as an obstacle to his rule, even though Banquo is innocent. This leads to the murder of King Duncan, which sets off a chain reaction of violence that eventually results in Macbeth's downfall.

In Hamlet, revenge against Claudius for killing his father drives the plot. Hamlet wants to avenge his father's death but faces many obstacles and doubts about whether he should act. The play shows how these conflicting emotions can lead to tragic consequences as Hamlet struggles with his conscience and ultimately decides not to take action.

Both characters are driven by their own desires, leading them down paths that they cannot escape without causing great harm. Their actions result in the deaths of many people, including innocent ones, which is a key element of tragedy.",3,2,2,3,,Retrieval biased to Macbeth; Hamlet evidence weak in context
GQ6,group,ambiguous_question,cross-play,Why does the prince make things worse?,The question is ambiguous because 'the prince' could refer to Hamlet or Prince Escalus; the system should ask for clarification or state uncertainty.,baseline,N/A - baseline uses no retrieval,"The prince makes things worse because he is driven by his own ambition and desire for power. He believes that if he can eliminate all opposition, including his father, he will be able to rule the kingdom with absolute authority. This leads him to take drastic measures against those who oppose him, even going as far as to burn books and imprison people without trial. His actions are motivated by a fear of losing control over the kingdom and a desire for complete dominance.",1,,,1,,Generic answer; ignores ambiguity entirely
GQ6,group,ambiguous_question,cross-play,Why does the prince make things worse?,The question is ambiguous because 'the prince' could refer to Hamlet or Prince Escalus; the system should ask for clarification or state uncertainty.,rag,"Rank 1 | cosine similarity=0.4313
[Romeo and Juliet, Act 3, Scene 3]
[summary: Romeo despairs over banishment while Friar Laurence gives advice.]
[keywords: banishment, Friar Laurence]
[stage direction: Enter Friar [Laurence].]
FRIAR LAURENCE: Romeo, come forth; come forth, thou fearful man. Affliction is enanmour'd of thy parts, And thou art wedded to calamity.
[stage direction: Enter Romeo.]
ROMEO: Father, what news? What is the Prince's doom What sorrow craves acquaintance at my hand That I yet know not?
FRIAR LAURENCE: Too familiar Is my dear son with such so...

---

Rank 2 | cosine similarity=0.3847
[Macbeth, Act 3, Scene 2]
[summary: Macbeth and Lady Macbeth reflect on insecurity after gaining power.]
[keywords: insecurity, power]
[stage direction: Enter Lady Macbeth and a Servant.]
LADY MACBETH: Is Banquo gone from court?
SERVANT: Ay, madam, but returns again tonight.
LADY MACBETH: Say to the King I would attend his leisure For a few words.
SERVANT: Madam, I will.                                  Exit.
LADY MACBETH: Nought's had, all's spent, Where our desire is got without content. 'Tis safer to be that which we ...

---

Rank 3 | cosine similarity=0.3846
[Macbeth, Act 3, Scene 6]
[summary: Scottish nobles discuss Macbeth’s tyranny and hope for resistance.]
[keywords: tyranny, resistance]
FORRES: The palace.
[stage direction: Enter Lennox and another Lord.]
LENNOX: My former speeches have but hit your thoughts, Which can interpret farther; only I say Thing's have been strangely borne. The gracious Duncan Was pitied of Macbeth; marry, he was dead. And the right valiant Banquo walk'd too late, Whom, you may say, if't please you, Fleance kill'd, For Fleance fled. Men must no...

---

Rank 4 | cosine similarity=0.3668
[Macbeth, Act 2, Scene 1]
[summary: Macbeth sees a visionary dagger and moves toward Duncan’s chamber.]
[keywords: dagger, vision, guilt]
INVERNESS: Court of Macbeth's castle.
[stage direction: Enter Banquo and Fleance, bearing a torch before him.]
BANQUO: How goes the night, boy?
FLEANCE: The moon is down; I have not heard the clock.
BANQUO: And she goes down at twelve.
FLEANCE: I take't 'tis later, sir.
BANQUO: Hold, take my sword. There's husbandry in heaven, Their candles are all out. Take thee that too. A heavy summ...

---

Rank 5 | cosine similarity=0.3550
[Macbeth, Act 2, Scene 4]
[summary: Strange events signal disorder; Macbeth is named king after Duncan’s sons flee.]
[keywords: disorder, kingship]
[stage direction: Enter Ross with an Old Man.]
OLD MAN: Threescore and ten I can remember well, Within the volume of which time I have seen Hours dreadful and things strange, but this sore night Hath trifled former knowings.
ROSS: Ah, good father, Thou seest the heavens, as troubled with man's act, Threaten his bloody stage. By the clock 'tis day, And yet dark night strangles...","The prince makes things worse by imposing a banishment on Romeo, who is already feeling despair and fear over being away from Juliet. This adds to his current distress and increases his anxiety about missing her. The prince's actions also create tension between Romeo and Friar Laurence, as they both try to help him navigate this difficult situation.",2,1,2,1,,Does not flag ambiguity; low similarity scores (max 0.43)
GQ7,group,no_good_answer,unsupported,What does Shakespeare say about mobile phones in Romeo and Juliet?,There is no valid evidence in the plays; the system should clearly say the retrieved context does not support an answer and avoid hallucination.,baseline,N/A - baseline uses no retrieval,"Shakespeare doesn't directly mention anything specific about mobile phones in ""Romeo and Juliet."" However, the play is set during the Renaissance period, which was a time when technology like telephones didn't exist. The characters use other forms of communication that were common at the time, such as letters and messengers.

In the context of the play, Romeo and Juliet are teenagers living in Verona during the 16th century. They don't have access to modern phones or any form of electronic communication. Their interactions with each other happen through written letters, which they send using ink and parchment. The characters also use their voices for conversation, but this is more about expressing emotions rather than exchanging information.

So while there's no direct mention of mobile phones in the play, we can infer that the characters' methods of communication are typical of the time period during which the story takes place.",1,,,1,,Hallucinates 16th-century mobiles being referenced in the play
